date,Drill music,Grime music,Deutschrap,Rap Francais,Country,Category,Streetwear,Tech Fleece,Trapstar,Corteiz,Top Boy,Valide series,4 Blocks,Roadman meaning,Talahon,Wesh meaning,Wireless Festival,Les Ardentes,Splash Festival
2011-12-31,,,,,FR,media_tv,,,,,1.25,0.0,0.0,,,,,,
2012-12-31,,,,,FR,media_tv,,,,,1.4166666666666667,0.0,0.0,,,,,,
2013-12-31,,,,,FR,media_tv,,,,,2.0833333333333335,0.0,0.25,,,,,,
2014-12-31,,,,,FR,media_tv,,,,,1.75,0.0,0.0,,,,,,
2015-12-31,,,,,FR,media_tv,,,,,1.25,0.0,0.0,,,,,,
2016-12-31,,,,,FR,media_tv,,,,,1.25,0.0,0.0,,,,,,
2017-12-31,,,,,FR,media_tv,,,,,1.3333333333333333,0.0,0.5,,,,,,
2018-12-31,,,,,FR,media_tv,,,,,1.0,0.0,0.5833333333333334,,,,,,
2019-12-31,,,,,FR,media_tv,,,,,7.75,0.0,1.0833333333333333,,,,,,
2020-12-31,,,,,FR,media_tv,,,,,7.75,0.16666666666666666,1.0,,,,,,
2021-12-31,,,,,FR,media_tv,,,,,6.416666666666667,0.08333333333333333,0.3333333333333333,,,,,,
2022-12-31,,,,,FR,media_tv,,,,,22.416666666666668,0.0,0.0,,,,,,
2023-12-31,,,,,FR,media_tv,,,,,19.5,0.0,0.0,,,,,,
2024-12-31,,,,,FR,media_tv,,,,,7.363636363636363,0.0,0.0,,,,,,
2004-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2005-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2006-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2007-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2008-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2009-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2010-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2011-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2012-12-31,,,,,FR,language_slang,,,,,,,,3.4166666666666665,0.0,0.0,,,
2013-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2014-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2015-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2016-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,1.1666666666666667,,,
2017-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2018-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2019-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2020-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2021-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.0,,,
2022-12-31,,,,,FR,language_slang,,,,,,,,1.0833333333333333,0.0,0.0,,,
2023-12-31,,,,,FR,language_slang,,,,,,,,0.0,0.0,0.6666666666666666,,,
2024-12-31,,,,,FR,language_slang,,,,,,,,0.0,22.363636363636363,1.0909090909090908,,,
2004-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.0,0.0,0.0
2005-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.0,0.0,0.0
2006-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.16666666666666666,0.0,0.0
2007-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.16666666666666666,0.08333333333333333,0.0
2008-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.16666666666666666,0.6666666666666666,0.0
2009-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.0,0.4166666666666667,0.0
2010-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.16666666666666666,0.8333333333333334,0.08333333333333333
2011-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.5833333333333334,0.9166666666666666,0.0
2012-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.5,0.9166666666666666,0.0
2013-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.6666666666666666,0.4166666666666667,0.0
2014-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.08333333333333333
2015-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.5833333333333334,0.8333333333333334,0.0
2016-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.3333333333333333,0.75,0.0
2017-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.4166666666666667,1.0,0.0
2018-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.4166666666666667,2.75,0.0
2019-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.4166666666666667,5.75,0.0
2020-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.16666666666666666,4.166666666666667,0.0
2021-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.0,2.3333333333333335,0.0
2022-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.3333333333333333,12.666666666666666,0.0
2023-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.25,25.75,0.0
2024-12-31,,,,,FR,events_festivals,,,,,,,,,,,0.18181818181818182,14.636363636363637,0.0
2004-12-31,0.0,0.0,0.0,1.75,DE,music_drill,,,,,,,,,,,,,
2005-12-31,0.0,0.0,3.9166666666666665,1.1666666666666667,DE,music_drill,,,,,,,,,,,,,
2006-12-31,0.6666666666666666,0.0,18.333333333333332,2.6666666666666665,DE,music_drill,,,,,,,,,,,,,
2007-12-31,0.0,0.0,15.5,2.3333333333333335,DE,music_drill,,,,,,,,,,,,,
2008-12-31,0.0,0.0,17.083333333333332,4.333333333333333,DE,music_drill,,,,,,,,,,,,,
2009-12-31,0.0,0.0,17.75,4.333333333333333,DE,music_drill,,,,,,,,,,,,,
2010-12-31,0.0,0.0,18.916666666666668,6.0,DE,music_drill,,,,,,,,,,,,,
2011-12-31,0.0,0.0,33.833333333333336,2.0833333333333335,DE,music_drill,,,,,,,,,,,,,
2012-12-31,0.0,0.25,33.333333333333336,1.9166666666666667,DE,music_drill,,,,,,,,,,,,,
2013-12-31,0.0,0.0,32.583333333333336,2.0,DE,music_drill,,,,,,,,,,,,,
2014-12-31,0.0,0.0,41.916666666666664,1.5833333333333333,DE,music_drill,,,,,,,,,,,,,
2015-12-31,0.0,0.0,49.0,1.4166666666666667,DE,music_drill,,,,,,,,,,,,,
2016-12-31,0.0,0.08333333333333333,51.0,1.75,DE,music_drill,,,,,,,,,,,,,
2017-12-31,0.0,0.08333333333333333,68.0,1.6666666666666667,DE,music_drill,,,,,,,,,,,,,
2018-12-31,0.16666666666666666,0.08333333333333333,74.33333333333333,1.5,DE,music_drill,,,,,,,,,,,,,
2019-12-31,0.0,0.4166666666666667,88.66666666666667,1.0,DE,music_drill,,,,,,,,,,,,,
2020-12-31,0.9166666666666666,0.0,80.08333333333333,1.0,DE,music_drill,,,,,,,,,,,,,
2021-12-31,1.0,0.08333333333333333,62.166666666666664,0.08333333333333333,DE,music_drill,,,,,,,,,,,,,
2022-12-31,1.8333333333333333,0.4166666666666667,62.416666666666664,0.5833333333333334,DE,music_drill,,,,,,,,,,,,,
2023-12-31,1.1666666666666667,0.4166666666666667,50.333333333333336,0.4166666666666667,DE,music_drill,,,,,,,,,,,,,
2024-12-31,0.45454545454545453,0.09090909090909091,41.54545454545455,0.36363636363636365,DE,music_drill,,,,,,,,,,,,,
2004-12-31,,,,,DE,fashion_streetwear,12.583333333333334,0.0,0.0,0.0,,,,,,,,,
2005-12-31,,,,,DE,fashion_streetwear,15.5,0.0,0.0,0.3333333333333333,,,,,,,,,
2006-12-31,,,,,DE,fashion_streetwear,15.0,0.0,0.0,0.0,,,,,,,,,
2007-12-31,,,,,DE,fashion_streetwear,14.666666666666666,0.0,0.0,0.0,,,,,,,,,
2008-12-31,,,,,DE,fashion_streetwear,12.833333333333334,0.0,0.0,0.0,,,,,,,,,
2009-12-31,,,,,DE,fashion_streetwear,11.916666666666666,0.08333333333333333,0.0,0.0,,,,,,,,,
2010-12-31,,,,,DE,fashion_streetwear,11.5,0.0,0.0,0.0,,,,,,,,,
2011-12-31,,,,,DE,fashion_streetwear,12.083333333333334,0.0,0.0,0.0,,,,,,,,,
2012-12-31,,,,,DE,fashion_streetwear,12.083333333333334,0.0,0.08333333333333333,0.0,,,,,,,,,
2013-12-31,,,,,DE,fashion_streetwear,11.666666666666666,0.3333333333333333,0.0,0.0,,,,,,,,,
2014-12-31,,,,,DE,fashion_streetwear,10.166666666666666,1.1666666666666667,0.0,0.0,,,,,,,,,
2015-12-31,,,,,DE,fashion_streetwear,9.083333333333334,2.5833333333333335,0.0,0.0,,,,,,,,,
2016-12-31,,,,,DE,fashion_streetwear,8.166666666666666,4.75,0.0,0.0,,,,,,,,,
2017-12-31,,,,,DE,fashion_streetwear,8.916666666666666,4.583333333333333,0.16666666666666666,0.0,,,,,,,,,
2018-12-31,,,,,DE,fashion_streetwear,9.0,4.083333333333333,0.08333333333333333,0.0,,,,,,,,,
2019-12-31,,,,,DE,fashion_streetwear,9.416666666666666,3.75,0.08333333333333333,0.0,,,,,,,,,
2020-12-31,,,,,DE,fashion_streetwear,11.166666666666666,5.5,0.16666666666666666,0.0,,,,,,,,,
2021-12-31,,,,,DE,fashion_streetwear,11.25,31.0,2.75,0.0,,,,,,,,,
2022-12-31,,,,,DE,fashion_streetwear,15.666666666666666,47.666666666666664,25.0,2.75,,,,,,,,,
2023-12-31,,,,,DE,fashion_streetwear,19.75,27.416666666666668,19.5,20.833333333333332,,,,,,,,,
2024-12-31,,,,,DE,fashion_streetwear,18.545454545454547,15.909090909090908,7.2727272727272725,12.272727272727273,,,,,,,,,
2004-12-31,,,,,DE,media_tv,,,,,0.5,0.0,0.0,,,,,,
2005-12-31,,,,,DE,media_tv,,,,,0.25,0.0,0.0,,,,,,
2006-12-31,,,,,DE,media_tv,,,,,0.25,0.0,0.08333333333333333,,,,,,
2007-12-31,,,,,DE,media_tv,,,,,0.5833333333333334,0.0,0.0,,,,,,
2008-12-31,,,,,DE,media_tv,,,,,0.9166666666666666,0.0,0.0,,,,,,
2009-12-31,,,,,DE,media_tv,,,,,0.75,0.0,0.0,,,,,,
2010-12-31,,,,,DE,media_tv,,,,,0.9166666666666666,0.0,0.0,,,,,,
2011-12-31,,,,,DE,media_tv,,,,,0.8333333333333334,0.0,0.0,,,,,,
2012-12-31,,,,,DE,media_tv,,,,,0.9166666666666666,0.0,0.0,,,,,,
2013-12-31,,,,,DE,media_tv,,,,,1.1666666666666667,0.0,0.0,,,,,,
2014-12-31,,,,,DE,media_tv,,,,,0.9166666666666666,0.0,0.0,,,,,,
2015-12-31,,,,,DE,media_tv,,,,,1.0,0.0,0.0,,,,,,
2016-12-31,,,,,DE,media_tv,,,,,0.9166666666666666,0.0,0.16666666666666666,,,,,,
2017-12-31,,,,,DE,media_tv,,,,,1.0,0.0,17.75,,,,,,
2018-12-31,,,,,DE,media_tv,,,,,0.5833333333333334,0.0,29.083333333333332,,,,,,
2019-12-31,,,,,DE,media_tv,,,,,1.9166666666666667,0.0,28.416666666666668,,,,,,
2020-12-31,,,,,DE,media_tv,,,,,1.8333333333333333,0.0,17.75,,,,,,
2021-12-31,,,,,DE,media_tv,,,,,1.75,0.0,9.75,,,,,,
2022-12-31,,,,,DE,media_tv,,,,,6.25,0.0,6.333333333333333,,,,,,
2023-12-31,,,,,DE,media_tv,,,,,5.583333333333333,0.0,7.25,,,,,,
2024-12-31,,,,,DE,media_tv,,,,,2.090909090909091,0.0,9.090909090909092,,,,,,
2004-12-31,,,,,DE,language_slang,,,,,,,,0.08333333333333333,0.08333333333333333,0.0,,,
2005-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2006-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2007-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2008-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2009-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2010-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2011-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2012-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2013-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2014-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2015-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2016-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2017-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2018-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2019-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2020-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2021-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2022-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2023-12-31,,,,,DE,language_slang,,,,,,,,0.0,0.0,0.0,,,
2024-12-31,,,,,DE,language_slang,,,,,,,,0.0,26.363636363636363,0.0,,,
2004-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.0,0.0,18.916666666666668
2005-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.0,0.0,26.75
2006-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.75,0.0,18.666666666666668
2007-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.0,0.0,16.333333333333332
2008-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.0,0.0,14.25
2009-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.0,0.0,12.0
2010-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.9166666666666666,0.16666666666666666,9.666666666666666
2011-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.1666666666666667,0.0,15.416666666666666
2012-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.0833333333333333,0.25,18.666666666666668
2013-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.5,0.0,19.583333333333332
2014-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.25,0.25,16.25
2015-12-31,,,,,DE,events_festivals,,,,,,,,,,,0.9166666666666666,0.25,15.333333333333334
2016-12-31,,,,,DE,events_festivals,,,,,,,,,,,3.0,0.0,11.5
2017-12-31,,,,,DE,events_festivals,,,,,,,,,,,19.833333333333332,0.08333333333333333,12.916666666666666
2018-12-31,,,,,DE,events_festivals,,,,,,,,,,,5.166666666666667,0.0,13.833333333333334
2019-12-31,,,,,DE,events_festivals,,,,,,,,,,,27.916666666666668,0.08333333333333333,13.5
2020-12-31,,,,,DE,events_festivals,,,,,,,,,,,9.416666666666666,0.0,6.333333333333333
2021-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.3333333333333333,0.0,2.75
2022-12-31,,,,,DE,events_festivals,,,,,,,,,,,6.333333333333333,0.25,20.833333333333332
2023-12-31,,,,,DE,events_festivals,,,,,,,,,,,2.3333333333333335,0.6666666666666666,17.583333333333332
2024-12-31,,,,,DE,events_festivals,,,,,,,,,,,1.2727272727272727,0.2727272727272727,14.909090909090908
